область;назва;адреса;єдрпоу;lat;lon;place_id;formatted_address
ДНІПРОПЕТРОВСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЦЕНТР СІМЕЙНОЇ МЕДИЦИНИ ""АЛА АТЛАНТІС""";Україна, 49111, Дніпропетровська обл., місто Дніпро, пр.Науки, будинок 165;45723869;48,43835;35,0484546;ChIJi82G8jPj20AR4CPJLDmT3sE;Nauky Ave, Dnipro, Dnipropetrovs'ka oblast, Ukraine, 49000
ХАРКІВСЬКА;"КНП "" ЦЕНТР СІМЕЙНОЇ МЕДИЦИНИ №5"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ";Україна, 61070, Харківська обл., місто Харків, вул.Гуревича Михайла, будинок 14;45719742;50,0425305;36,331861;ChIJOw25rp-nJ0ERi3301tMGAi4;Mykhaila Kornakova Ln, Kharkiv, Kharkivs'ka oblast, Ukraine, 61000
ОДЕСЬКА;"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги Новоборисівської сільської ради""";Україна, 67154, Одеська обл., Роздільнянський р-н, село Гурівське, вул.Молодіжна, будинок 18-А;45696034;46,9994403;30,0664934;ChIJOY_crHjcyEARnoI4UmLP-0E;Hurivske, Odesa Oblast, Ukraine, 67154
ВОЛИНСЬКА;"КНП ""КОВЕЛЬСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" КОВЕЛЬСЬКОЇ МІСЬКОЇ РАДИ ВОЛИНСЬКОЇ ОБЛАСТІ";Україна, 45008, Волинська обл., Ковельський р-н, місто Ковель, вул.Театральна, будинок 16;45687826;51,2191363;24,7069497;ChIJYw9Q9AM7JEcREazJgv5QWfo;Teatralna St, Kovel', Volyns'ka oblast, Ukraine, 45004
КИЇВСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДЮМЕД""";Україна, 08132, Київська обл., Бучанський р-н, місто Вишневе, вул.Лесі Українки, будинок 19;45652112;50,3883398;30,3710869;ChIJHe4HiS7K1EAR1BZyt77dGL8;vulytsia Lesi Ukrainky, Vyshneve, Kyivs'ka oblast, Ukraine, 08132
ВІННИЦЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""Медичний центр -Клініка життя""";Україна, 21000, Вінницька обл., Вінницький р-н, місто Вінниця, пр.Космонавтів, будинок 6, офіс 2;45647579;49,233083;28,468217;ChIJiznY3GRbLUcRACOUeqbp0ZY;Vinnytsia, Vinnytsia Oblast, Ukraine, 21000
КИЇВСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СВІЙ ЛІКАР ПЛЮС""";Україна, 08700, Київська обл., Обухівський р-н, місто Обухів, вул.Київська, будинок 78;45635191;50,125584;30,6206709;ChIJAVyMfgCX1EARClCkFleSFY4;вулиця Лукавиця, масив, 7б/4, Obukhiv, Kyiv Oblast, Ukraine, 08700
ЛЬВІВСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СІПІДЖІ ХЕЛС""";Україна, 79026, Львівська обл., місто Львів, вул.Сахарова А. академіка, будинок 37;45629806;49,824909;24,0113272;ChIJb46_GojnOkcRD9drJev0A2g;Akademika Andriya Sakharova St, L'viv, L'vivs'ka oblast, Ukraine, 79000
ЛЬВІВСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛІКАРНЯ ЕКСПЕРТ СТРИЙ""";Україна, 82400, Львівська обл., Стрийський р-н, місто Стрий, вул.Липи Ю., будинок 6;45626192;49,2542405;23,851843;ChIJtZk5vx5qOkcR5HsUcsAtq-c;Yuriya Lypy St, Stryi, L'vivs'ka oblast, Ukraine, 82404
М.КИЇВ;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЗ МИКОЛАЇВСЬКА""";Україна, 01135, місто Київ, вул.Жилянська, будинок 97, літера З;45613974;50,4396641;30,498437;ChIJw8OtC_HO1EARsoBtp9f-WVE;Zhylianska St, Kyiv, Ukraine, 02000
М.КИЇВ;ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЧЕКАП МЕДІКАЛ»;Україна, 02094, місто Київ, вул.Краківська, будинок 27, приміщення 242;45595163;50,4546983;30,622008;ChIJ-4UKXv_P1EAR2EcJdPjt_BU;Krakivska St, Kyiv, Ukraine, 02000
ЧЕРКАСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ ЦЕНТР ""ІНТЕГРО ПЛЮС""";Україна, 18001, Черкаська обл., місто Черкаси, б.Шевченка, будинок 180;45590465;49,4396407;32,0672733;ChIJp-Wrn3lL0UAR1YONUwDbVbs;Shevchenka Blvd, Cherkasy, Cherkas'ka oblast, Ukraine, 18000
ЛЬВІВСЬКА;"КНП ""ТРУСКАВЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ТРУСКАВЕЦЬКОЇ МІСЬКОЇ РАДИ";Україна, 82200, Львівська обл., Дрогобицький р-н, місто Трускавець, вул.Данилишиних, будинок 62;45582433;49,2763161;23,5219103;Ej9EYW55bHlzaHlueWtoIFN0LCBUcnVza2F2ZXRzJywgTCd2aXZzJ2thIG9ibGFzdCwgVWtyYWluZSwgODIyMDAiLiosChQKEgl9DrY4UEg6RxEs8C_Lz88fxhIUChIJFwjZIVJIOkcRlwYogQubwfo;Danylyshynykh St, Truskavets', L'vivs'ka oblast, Ukraine, 82200
РІВНЕНСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЦЕНТР СІМЕЙНОЇ МЕДИЦИНИ ТРІОМЕД""";Україна, 34200, Рівненська обл., Сарненський р-н, селище Рокитне, вул.Міцкевича, будинок 1 е;45573743;51,2648663;27,2251351;ChIJZWr1BhjmKEcRA6J0cfyrYbo;Vul. Adama Mitskevycha, Rokytne, Rivnens'ka oblast, Ukraine, 34201
КИЇВСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КЛІНІКА НЕО МЕД""";Україна, 03027, Київська обл., Фастівський р-н, село Новосілки, Чабанівська ТГ, вул.Приміська, будинок 24, приміщення 23;45569648;50,3449892;30,4455528;ChIJ0Ww7KDzI1EARaoGT9V9ZA3Y;Vul. Prymisʹka, Kyivs'ka oblast, Ukraine
ЗАКАРПАТСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛЄРЕС""";Україна, 89427, Закарпатська обл., Ужгородський р-н, село Минай, вул.Сікорського І., будинок 43;45559891;48,6021215;22,275833;EjlJaG9yaWEgU2lrb3Jza29obyBTdCwgTXluYWksIFpha2FycGF0cydrYSBvYmxhc3QsIFVrcmFpbmUiLiosChQKEgktP98rBRk5RxE_HI6FGBp15RIUChIJqTcaExgZOUcRQvpfrosAT1o;Ihoria Sikorskoho St, Mynai, Zakarpats'ka oblast, Ukraine
РІВНЕНСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОСТОПІЛЬСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ""";Україна, 35000, Рівненська обл., Рівненський р-н, місто Костопіль, вул.Д. Галицького, будинок 10;45556655;50,8754586;26,4571516;ChIJ88boyFlIL0cRvoBplmoPSfc;Kostopil', Rivne Oblast, Ukraine, 35000
ХМЕЛЬНИЦЬКА;"ПРИВАТНЕ ПІДПРИЄМСТВО ""Клініка Родина""";Україна, 32000, Хмельницька обл., Хмельницький р-н, місто Городок, пров.Гуменного, будинок 6;45524937;49,1664842;26,5767453;ChIJPcLwHR4hMkcR8VgCPt5x4K0;Horodok, Khmelnytskyi Oblast, Ukraine, 32000
ЖИТОМИРСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""Пролісок-Плюс""";Україна, 11602, Житомирська обл., Коростенський р-н, місто Малин, вул. Мазепи Івана, будинок 27, офіс 1;45520686;50,7689981;29,2743617;ChIJpWAFRwCnK0cRU41OKSF1uTc;Malyn, Zhytomyr Oblast, Ukraine, 11601
КИЇВСЬКА;"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги"" Пірнівської сільської ради";Україна, 07342, Київська обл., Вишгородський р-н, село Пірнове, вул.Спортивна, будинок 1;45504780;50,746257;30,6788479;ChIJpypn4cUs1UARvbLCQb43bRo;Vul. Sportyvna, Pirnove, Kyivs'ka oblast, Ukraine, 07342
ЛЬВІВСЬКА;"""МЕДИЧНИЙ ЦЕНТР ""ЗДОРОВ'Я РОДИНИ""";Україна, 80100, Львівська обл., Червоноградський р-н(п), місто Червоноград(п), вул.Стуса В., будинок 32;45497364;50,3972017;24,2423844;EkVWdWx5dHN5YSBWYXN5bHlhIFN0dXNhLCBTaGVwdHl0c2t5aSwgTCd2aXZzJ2thIG9ibGFzdCwgVWtyYWluZSwgODAxMDAiLiosChQKEgkX_PRfKN8kRxGucloK8i0CHRIUChIJxe1T89XYJEcRwulvvm0NYB4;Vulytsya Vasylya Stusa, Sheptytskyi, L'vivs'ka oblast, Ukraine, 80100
СУМСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ ЦЕНТР ""ХелсМед""";Україна, 40034, Сумська обл., місто Суми, вул.Сірка Івана, будинок 33, квартира 53;45495571;50,9090207;34,8314609;ChIJx9heXhsCKUERoKPXb9SWCcA;Vul. Ivana Sirka, Sumy, Sums'ka oblast, Ukraine, 40000
ВІННИЦЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БАКО МЕД""";Україна, 23210, Вінницька обл., Вінницький р-н, селище міського типу Стрижавка(з), вул. Київська, будинок 224, квартира 21;45492502;49,2818898;28,475435;EidLeWl2cydrYSBTdCwgVmlubnl0cydrYSBvYmxhc3QsIFVrcmFpbmUiLiosChQKEglpTxuxqVwtRxEz3lVxUqGSgBIUChIJ_UXPlGVbLUcRnjTAGzahLeA;Kyivs'ka St, Vinnyts'ka oblast, Ukraine
ДНІПРОПЕТРОВСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДКАМ""";Україна, 51925, Дніпропетровська обл., місто Кам'янське, пр.Свободи, будинок 2;45485909;48,5108063;34,6112102;ChIJ73rVQAnb20ARZQIltl28SQg;Svobody Ave, Kamianske, Dnipropetrovs'ka oblast, Ukraine, 51900
ЗАКАРПАТСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛІКАРНЯ ЕКСПЕРТ.ХУСТ""";Україна, 90400, Закарпатська обл., Хустський р-н, місто Хуст, вул.Франка І., будинок 11;45478163;48,1563972;23,3068258;ChIJcyuw7hMpOEcR1AnJikCzWgM;Ivana Franka St, Khust, Zakarpats'ka oblast, Ukraine, 90400
ХМЕЛЬНИЦЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ ЦЕНТР ДІАНИ ПРОКОПОВОЇ""";Україна, 32302, Хмельницька обл., Кам'янець-Подільський р-н, місто Кам'янець-Подільський, вул.Князів Коріатовичів, будинок 44;45468148;48,6776495;26,5875955;ChIJ9zaX7Xa4M0cReQke0OtHqks;Kniaziv Koriatovychiv St, Kamianets'-podil's'kyi, Khmel'nyts'ka oblast, Ukraine, 32303
М.КИЇВ;Державна установа «Всеукраїнський центр материнства та дитинства  Національної академії медичних наук України»;Україна, 04050, місто Київ, вул.Майбороди Платона, будинок 8;45460659;50,4687408;30,4766605;ChIJL8I7rdnN1EARVfpTjvLp6f4;Platona Maiborody St, Kyiv, Ukraine, 02000
М.КИЇВ;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ ЦЕНТР ""ОМП МЕД""";Україна, 03117, місто Київ, пр.Берестейський, будинок 65-Д;45459046;50,4365164;30,5056245;ChIJ8_09BwDP1EARJMF72Dj14vc;Saksahanskoho St, 65, Kyiv, Ukraine, 01033
ВОЛИНСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФЛАЙ МЕД""";Україна, 43024, Волинська обл., Луцький р-н, місто Луцьк, вул. Гончара О., будинок 3, офіс без номеру;45441306;50,7505232;25,3594028;ChIJTfOZ9gCaJUcRpVOnAXEwjhQ;Olesya Honchara St, Luts'k, Volyns'ka oblast, Ukraine, 43000
ОДЕСЬКА;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ПЕТРОВІРІВСЬКОЇ СІЛЬСЬКОЇ РАДИ";Україна, 66860, Одеська обл., Березівський р-н, село Петровірівка, вул.Санітарна, будинок 3 Б;45437546;47,159317;30,8401283;ChIJ-_LvR39Fz0AR6uMxiFruS1U;Berezivs'kyi district, Odesa Oblast, Ukraine
М.КИЇВ;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДІАГНОСТИЧНИЙ ЦЕНТР ""СОЛТАНМЕДІКАЛ""";Україна, 02002, місто Київ, вул. Каховська, будинок 60, офіс 1;45436385;50,4721933;30,511977;ChIJ7cCeXUbP1EARlENgVk0RoRg;Vvedenska St, 29/58, Kyiv, Ukraine, 02000
ЛЬВІВСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ ЦЕНТР ""ЛЕВЕЛМЕД""";Україна, 80316, Львівська обл., Львівський р-н, місто Рава-Руська, вул.Чурай М., будинок 9в;45434791;50,2298483;23,6345752;ChIJZ9NATBM1O0cRzHlSDq-IRW4;Vul. Marusi Churay, Rava-Ruska, L'vivs'ka oblast, Ukraine, 80316
ДНІПРОПЕТРОВСЬКА;"""ЛІКУЮ.ПІВНІЧ""";Україна, 49101, Дніпропетровська обл., місто Дніпро, пр.Поля Олександра, будинок 22;45431366;48,4489874;35,0201325;ChIJr7z-2BXj20AR8YQO5KnIvFY;Oleksandra Polia Ave, Dnipro, Dnipropetrovs'ka oblast, Ukraine, 49000
ІВАНО-ФРАНКІВСЬКА;"КНП ""БУКАЧІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" БУКАЧІВСЬКОЇ СЕЛИЩНОЇ РАДИ";Україна, 77065, Івано-Франківська обл., Івано-Франківський р-н, селище міського типу Букачівці(з), вул.Чорновола В., будинок 44Е;45403538;49,2518098;24,4987913;ChIJ-QKuQ4eDMEcRPTo89qwcoR0;Bukachivtsi, Ivano-Frankivsk Oblast, Ukraine, 77065
ЛЬВІВСЬКА;"КНП ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" НОВОЯРИЧІВСЬКОЇ СЕЛИЩНОЇ РАДИ ЛЬВІВСЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТІ";Україна, 80465, Львівська обл., Львівський р-н, селище Новий Яричів, пл.Єдності, будинок 7;45395213;49,9072514;24,3026939;ChIJ3_OSIG_GOkcRaRHSbzOcrYs;Yednosti Square, Novyi Iarychiv, L'vivs'ka oblast, Ukraine, 80465
ЖИТОМИРСЬКА;"Комунальне некомерційне підприємство ""Амбулаторія загальної практики сімейної медицини"" Квітневої сільської ради Житомирського району Житомирської області";Україна, 13532, Житомирська обл., Житомирський р-н, село Квітневе, Квітнева ТГ, вул.Першотравнева, будинок 6-А;45375265;49,9812505;29,5111415;EkJWdWwuIFBlcnNob3RyYXZuZXZhLCBLdml0bmV2ZSwgWmh5dG9teXJzJ2thIG9ibGFzdCwgVWtyYWluZSwgMTM1MzIiLiosChQKEglPWHt03rAsRxG6cE0zHZl-jBIUChIJVb3AKuGwLEcRzYxXfmgCSL8;Vul. Pershotravneva, Kvitneve, Zhytomyrs'ka oblast, Ukraine, 13532
М.КИЇВ;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КЛІНІКА 7’Я""";Україна, 03058, місто Київ, вул.Борщагівська, будинок 204-В;45365849;50,4433294;30,434974;ChIJxbdnQhjM1EAR_msW5PrvKH0;204/K3, Borshchahivska St, 204/К3, Kyiv, Ukraine, 02000
ОДЕСЬКА;"КНП ""МИКОЛАЇВСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ"" МИКОЛАЇВСЬКОЇ СЕЛИЩНОЇ РАДИ БЕРЕЗІВСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ";Україна, 67000, Одеська обл., Березівський р-н, селище Миколаївка, вул.Петра Сагайдачного, будинок 50В;45354030;47,159317;30,8401283;ChIJ-_LvR39Fz0AR6uMxiFruS1U;Berezivs'kyi district, Odesa Oblast, Ukraine
М.КИЇВ;"ДЕРЖАВНА УСТАНОВА ""НАЦІОНАЛЬНИЙ НАУКОВИЙ ЦЕНТР РАДІАЦІЙНОЇ МЕДИЦИНИ, ГЕМАТОЛОГІЇ ТА ОНКОЛОГІЇ НАЦІОНАЛЬНОЇ АКАДЕМІЇ МЕДИЧНИХ НАУК УКРАЇНИ""";Україна, 04050, місто Київ, вул.Іллєнка Юрія, будинок 53;45350633;50,4689183;30,4691331;ChIJw-geHNHN1EARv80001oW-Vw;Yuriia Illienka St, Kyiv, Ukraine, 02000
ВОЛИНСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВЕЛ.Ю""";Україна, 43023, Волинська обл., Луцький р-н, місто Луцьк, вул.Яремчука Назарія, будинок 9А, нежитлове приміщення 109;45349392;50,7757252;25,3813218;ChIJF2ucvcyQJUcReLd_HoiGcVk;Vul. Nazariya Yaremchuka, Luts'k, Volyns'ka oblast, Ukraine, 43000
М.КИЇВ;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЄВРОПЕЙСЬКИЙ МЕДИЧНИЙ ЦЕНТР В УКРАЇНІ""";Україна, 01024, місто Київ, вул.Скоропадського Павла Гетьмана (Голос., Солом., Шевч. р-ни), будинок 3-Б;45336315;50,4416281;30,5037037;EjRIZXRtYW5hIFBhdmxhIFNrb3JvcGFkc2tvaG8gU3QsIEt5aXYsIFVrcmFpbmUsIDAyMDAwIi4qLAoUChIJl_QNjvDO1EARXArROBvE9MYSFAoSCUcspQOFztRAEcDgSRNC2VcK;Hetmana Pavla Skoropadskoho St, Kyiv, Ukraine, 02000
ДНІПРОПЕТРОВСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕМБІ ФЕМЕЛІ""";Україна, 49051, Дніпропетровська обл., місто Дніпро, пр.Слобожанський, будинок 40А, офіс 5;45334061;48,5209722;35,0800754;ChIJC5-0BvdY2UARhk961EGoXxg;Prosp. Slobozhansʹkyy, Dnipro, Dnipropetrovs'ka oblast, Ukraine, 49000
ПОЛТАВСЬКА;"КНП ""ВЕЛИКОСОРОЧИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ВЕЛИКОСОРОЧИНСЬКОЇ СІЛЬСЬКОЇ РАДИ МИРГОРОДСЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ";Україна, 37645, Полтавська обл., Миргородський р-н, село Великі Сорочинці, вул.Перемоги, будинок 78;45322798;50,0270546;33,9383862;ChIJ71NZQYrI10ARzw-pCC4GTgo;Vulytsya Peremohy, Velyki Sorochyntsi, Poltavs'ka oblast, Ukraine, 37645
М.КИЇВ;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДФІЛД""";Україна, 02081, місто Київ, вул.Урлівська, будинок 23Б, офіс 241;45320567;50,4085597;30,6191577;ChIJiUBLS6TF1EARqw7W1vetETc;Urlivska St, Kyiv, Ukraine, 02000
М.КИЇВ;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КЛІНІКА СІМЕЙНОЇ МЕДИЦИНИ""";Україна, 04053, місто Київ, вул. Січових Стрільців, будинок 77;45317858;50,4562548;30,4955348;ChIJyfAIR2TO1EARccM4IEgIiJo;Sichovykh Striltsiv St, Kyiv, Ukraine, 02000
ПОЛТАВСЬКА;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КЛІНІКА ДОБРА""";Україна, 39704, Полтавська обл., Кременчуцький р-н, село Нова Знам'янка, вул.Гоголя, будинок 29;45311751;49,141645;33,4137834;EkNWdWx5dHN5YSBIb2hvbHlhLCBOb3ZhIFpuYW1pYW5rYSwgUG9sdGF2cydrYSBvYmxhc3QsIFVrcmFpbmUsIDM5NzA0Ii4qLAoUChIJZ1EPQP5N10ARUm2AMObys-QSFAoSCZtkUiJzTtdAEZRSHl0sok9O;Vulytsya Hoholya, Nova Znamianka, Poltavs'ka oblast, Ukraine, 39704
